"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Name 1","Old Health Facility Name 2","Old Health Facility Name 3","Facility Major Type","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Service Capability","Bed Capacity","Licensing Status","License Validity Date"
"DOH000000000047015","47015","TAYTAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","IGBARAS","0603021000","TAYTAY","0603021045","5029","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000024195","24195","THE HEALTH CENTRUM, INC.","","","","Health Facility","Hospital","Private","","Corporation","TEODORICA AVENUE","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","BANICA","0601914004","5800","036-6201-023","036-6219-088","","ad.thehealthcentrum@gmail.com","","","Level 2","20","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000003715","3715","THE MEDICAL CITY ILOILO HOSPITAL INC.","GREAT SAVIOR INTERNATIONAL HOSPITAL","THE MEDICAL CITY-ILOILO","","Health Facility","Hospital","Private","","","LOCSIN STREET, MOLO","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","TAP-OC","0631000181","5000","033-500-1000","","","info@themedicalcityiloilo.com","","","Level 2","122","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000014504","14504","TIBIAO PRIMARY CARE FACILITY","TIBIAO RURAL HEALTH UNIT","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TIBIAO","0600617000","POBLACION","0600617012","5707","","","","tibiaorhu2021@gmail.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000053247","53247","TICA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BUGASONG","0600604000","TICA","0600604026","5704","","","","","","","","0"," ",""
"DOH000000000018672","18672","TICUD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","ZONE 1","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","TICUD","0631000183","5000","+63 333250954","","","ldhc_iloilo@yahoo.com","","","","0"," ",""
"DOH000000000018901","18901","TIGAYON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","KALIBO (CAPITAL)","0600407000","TIGAYON","0600407015","5600","(036) 268-5695","","","","","","","0"," ",""
"DOH000000000043759","43759","TIGBABOY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TIBIAO","0600617000","TIGBABOY","0600617020","","","","","","","","","0"," ",""
"DOH000000000053516","53516","TIGBALOGO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PATNONGON","0600612000","TIGBALOGO","0600612029","5702","(036) 641 2336","","","","","","","0"," ",""
"DOH000000000047145","47145","TIGBANABA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","IGBARAS","0603021000","TIGBANABA","0603021046","5029","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000018288","18288","TIGBAUAN BARANGAY HEALTH STATION","TIGBAUAN ROAD BARANGAY HEALTH STATION","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CABATUAN","0603012000","TIGBAUAN ROAD","0603012063","5031","","","","","","","","0"," ",""
"DOH000000000006521","6521","TIGBAUAN PRIMARY CARE FACILITY","TIGBAUAN MUNICIPAL HEALTH AND BIRTHING CENTER","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","TUPAN STREET","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","TIGBAUAN","0603045000","BARANGAY 5 (POB.)","0603045012","5021","+63 335118495","","","mhotigbauan@yahoo.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000014366","14366","TIGMAMALE BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","VALDERRAMA","0600618000","TIGMAMALE","0600618020","5703"," "," "," "," "," "," ","","0"," ",""
"DOH000000000018624","18624","TIGUIB BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DINGLE","0603016000","TIGUIB","0603016032","5035","","","","tigerolynette@gmail.com","","","","0"," ",""
"DOH000000000019265","19265","TIGUM BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BURUANGA","0600405000","TIGUM","0600405015","5609","","","","","","","","0"," ",""
"DOH000000000015266","15266","TIGUM BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","PAVIA","0603036000","TIGUM","0603036017","5001","033 5011297","","","","","","","0"," ",""
"DOH000000000003994","3994","TIMPAS BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANITAN","0601910000","TIMPAS","0601910024","5815","","","","","","","","0"," ",""
"DOH000000000002817","2817","TINA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DUMARAO","0601904000","TINA","0601904036","5812","","","","","","","","0"," ",""
"DOH000000000018360","18360","TINA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","BADIANGAN","0603004000","TINA","0603004030","5033","","","","","","","","0"," ",""
"DOH000000000024200","24200","TINADTARAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","BUENAVISTA","0607901000","TINADTARAN","0607901039","5044","","","","","","","","0"," ",""
"DOH000000000003146","3146","TINAYTAYAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DUMARAO","0601904000","TINAYTAYAN","0601904037","5812","","","","","","","","0"," ",""
"DOH000000000008273","8273","TINCUPON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANITAN","0601910000","TINCUPON","0601910025","5815","","","","","","","","0"," ",""
"DOH000000000045657","45657","TINGIB BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PANDAN","0600611000","TINGIB","0600611034","5712","","","","rhu_pandan@yahoo.com","","","","0"," ",""
"DOH000000000018853","18853","TINIGAO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","KALIBO (CAPITAL)","0600407000","TINIGAW","0600407016","5600","","","","","","","","0"," ",""
"DOH000000000017906","17906","TINIGBAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PUROK 1","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CARLES","0603014000","TINIGBAN","0603014034","5019","","","","","","","","0"," ",""
"DOH000000000005658","5658","TINIGBAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANITAN","0601910000","TINIGBAN","0601910026","5815","","","","","","","","0"," ",""
"DOH000000000002107","2107","TINIGBAS BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","LIBERTAD","0600610000","TINIGBAS","0600610016","5710","","","","","","","","0"," ",""
"DOH000000000045728","45728","TININDUGAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","LIBERTAD","0600610000","TININDUGAN","0600610017","5710","","","","","","","","0"," ",""
"DOH000000000015832","15832","TINOGBOC BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","CALUYA","0600605000","TINOGBOC","0600605018","5711","","","","","","","","0"," ",""
"DOH000000000024212","24212","TINORIAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","BAROTAC NUEVO","0603007000","TINORIAN","0603007027","5007","+63 333612842","","","","","","","0"," ",""
"DOH000000000017868","17868","TIPACLA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","AJUY","0603001000","TIPACLA","0603001033","5012","","","","","","","","0"," ",""
"DOH000000000018589","18589","TIPOLO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MINA","0603031000","TIPOLO","0603031020","5032","","","","","","","","0"," ",""
"DOH000000000018292","18292","TIRING BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CABATUAN","0603012000","TIRING","0603012065","5031","","","","","","","","0"," ",""
"DOH000000000006332","6332","TIZA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","TIZA","0601914049","5800","","","","","","","","0"," ",""
"DOH000000000000014","14","TOBIAS FORNIER PRIMARY CARE FACILITY","TOBIAS FORNIER RURAL HEALTH UNIT","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","PLACER CORNER RIZAL ST.,","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TOBIAS FORNIER","0600607000","POBLACION NORTE","0600607037","5716","","","","mhotobiasfornier2021@gmail.com","tobiasfornierhrh2022@gmail.com","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000019200","19200","TOLEDO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","NABAS","0600414000","TOLEDO","0600414019","5607","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000019241","19241","TONDOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","TANGALAN","0600417000","TONDOG","0600417014","5612","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000045546","45546","TORDESILLAS BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SIBALOM","0600616000","TORDESILLAS","0600616074","","","","","","","","","0"," ",""
"DOH000000000018784","18784","TORRALBA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BANGA","0600403000","TORRALBA","0600403028","5601","","","","","","","","0"," ",""
"DOH000000000015259","15259","TRAPICHE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","OTON","0603034000","TRAPICHE","0603034037","5020","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000014482","14482","TRINIDAD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","TRINIDAD","0600614044","5714","","","","","","","","0"," ",""
"DOH000000000018369","18369","TUBANG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MAASIN","0603029000","TUBANG","0603029052","5030","333-2499","","","","","","","0"," ",""
"DOH000000000016274","16274","TUBLE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SAN DIONISIO","0603038000","TUBLE","0603038030","5015","","","","","","","","0"," ",""
"DOH000000000023933","23933","TUBOGAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","SITIO PROPER","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","AJUY","0603001000","TUBOGAN","0603001034","5012","","","","","","","","0"," ",""
"DOH000000000014487","14487","TUBUDAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","TUBUDAN","0600614045","5714","","","","","","","","0"," ",""
"DOH000000000015472","15472","TUBUNGAN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LAMBUNAO","0603025000","TUBUNGAN","0603025071","5042"," "," "," "," "," "," ","","0"," ",""
"DOH000000000018406","18406","TUBUNGAN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","BAROTAC NUEVO","0603007000","TUBUNGAN","0603007029","5007"," "," "," "," "," "," ","","0"," ",""
"DOH000000000016463","16463","TUBUNGAN MAIN HEALTH CENTER I","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","TENIENTE BENITO","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","TUBUNGAN","0603046000","TENIENTE BENITO","0603046047","5027","+63 338577492","","","tubungan _mho@yahoo.com","","","","0"," ",""
